Age,Height (cm),Weight (kg),BMI,Disease,Injury,Focus Goals,Profile Level,Gender,Day 1 - Sunday,Day 2 - Monday,Day 3 - Tuesday,Day 4 - Wednesday,Day 5 - Thursday,Day 6 - Friday,Day 7 - Saturday
65,163.8,54.9,20.46,Regular,Lower Back Strain,Muscle Gain,Intermediate,Female,"Chest-Supported Row, Lat Pulldown, Face Pulls","Lying Glute Bridge, Leg Press, Seated Calf Raise","Seated Shoulder Press, Seated Tricep Extension, Cable Chest Fly","Hip Abduction Machine, Seated Leg Curl, Machine Chest Press","Crunches, Plank, Bicycle Crunches","Seated Cable Row, Tricep Pushdown, Light Swimming",Rest & Recovery
44,155.2,79.6,33.05,Frozen Shoulder,Toe Fracture,Fat Loss,Intermediate,Female,"Tricep Pushdown, Dumbbell Chest Press, Overhead Shoulder Press","Cable Bicep Curl, Reverse Fly, T-Bar Row","Bicycle Crunches, Plank, Leg Raises","Dumbbell Chest Press, Hammer Curl, Skull Crushers","Seated Cable Row, Seated Lat Pulldown, Seated Shoulder Press","V-Ups, Bent-Over Barbell Row, Barbell Bicep Curl",Rest & Recovery
32,175.8,81.4,26.34,Regular,Regular,Muscle Gain,Intermediate,Male,Rest & Recovery,"Dips, Dumbbell Chest Press, Front Raise","Preacher Curl, Machine Row, Chest-Supported Row","Leg Curl, Hip Thrust, Leg Extension","Dumbbell Lateral Raise, Front Raise, Arnold Press","Machine Row, Pallof Press, Dumbbell Row","Leg Extension, Walking Lunges, Romanian Deadlift"
53,173.7,64.0,21.21,Osteoporosis,Regular,Muscle Gain,Intermediate,Male,Rest & Recovery,"Cable Lateral Raise, Barbell Bench Press, Tricep Overhead Extension","Incline Dumbbell Row, Cable Bicep Curl, Wide-Grip Lat Pulldown","Lateral Band Walk, Leg Extension, Walking Lunges","Tricep Overhead Extension, Dips, Dumbbell Chest Press","V-Ups, Reverse Fly, Side Plank","Hack Squat, Walking Lunges, Lateral Band Walk"
41,163.2,83.0,31.16,Regular,Meniscus Tear,Maintenance,Beginner,Male,"Cable Lateral Raise, Close-Grip Bench Press, Incline Dumbbell Fly","Band Pull-Apart, Reverse Fly, Pull-Ups","Decline Sit-Ups, Side Plank, V-Ups","Rear Delt Fly, Incline Dumbbell Press, Reverse Fly","Seated Bicep Curl, Chest-Supported Row, Seated Face Pulls","Cable Bicep Curl, Bent-Over Barbell Row, Dead Bug",Rest & Recovery
50,181.7,73.5,22.26,Regular,Nerve Injury,Maintenance,Intermediate,Male,Rest & Recovery,"Reverse Fly, Band Pull-Apart, Wide-Grip Lat Pulldown","Lateral Band Walk, Bulgarian Split Squat, Calf Raises","Dragon Flag, Decline Sit-Ups, Yoga 30min","Chest-Supported Row, Face Pulls, Barbell Bicep Curl","Reverse Crunch, Cable Kickback, Calf Raises","Nordic Walking, Brisk Walking 30min, Aqua Aerobics"
21,178.2,72.1,22.7,Sleep Apnea,Muscle Tear,Muscle Gain,Intermediate,Male,Rest & Recovery,"Decline Push-Ups, Dumbbell Lateral Raise, Front Raise","Lat Pulldown, Face Pulls, Seated Cable Row","Sumo Deadlift, Leg Press, Walking Lunges","Cable Lateral Raise, Incline Dumbbell Fly, Decline Push-Ups","Concentration Curl, Bicycle Crunches, V-Ups","Calf Raises, Goblet Squat, Sumo Deadlift"
16,151.3,52.6,22.98,Ulcer,Regular,Maintenance,Intermediate,Female,Rest & Recovery,"Barbell Bench Press, Chest-Supported Row, Barbell Bicep Curl","Lateral Band Walk, Wall Sit, Step-Ups","Bicycle Crunches, Russian Twists, Crunches","Concentration Curl, Preacher Curl, Hammer Curl","Ab Wheel Rollout, Goblet Squat, Flutter Kicks","Elliptical Trainer 20min, Yoga 30min, Breathing Exercises"
56,154.2,73.2,30.79,Regular,Back Pain,Fat Loss,Intermediate,Female,"Lat Pulldown, Seated Dumbbell Press, Machine Chest Press","Seated Leg Extension, Hip Abduction Machine, Seated Calf Raise","Seated Lat Pulldown, Seated Face Pulls, Seated Tricep Extension","Cable Chest Fly, Lying Glute Bridge, Seated Dumbbell Press","Russian Twists, Bicycle Crunches, Plank","Seated Dumbbell Press, Stationary Cycling 20min, Breathing Exercises",Rest & Recovery
55,153.6,51.8,21.96,Regular,Rib Fracture,Muscle Gain,Beginner,Female,Rest & Recovery,Rest & Recovery,Rest & Recovery,Rest & Recovery,Rest & Recovery,Rest & Recovery,Rest & Recovery
21,166.2,58.6,21.21,Regular,Regular,Muscle Gain,Beginner,Female,Rest & Recovery,"Cable Chest Fly, Leg Press, Walking Lunges","Gentle Yoga, Slow Jogging 15min, Decline Sit-Ups","Hack Squat, Cable Bicep Curl, Wall Sit","Flutter Kicks, Reverse Crunch, Side Plank","Hammer Curl, Machine Row, Leg Curl",Rest & Recovery
44,157.3,84.9,34.31,Piles,Regular,Fat Loss,Advance,Female,Rest & Recovery,"Incline Dumbbell Press, Dips, Machine Chest Press, Arnold Press","Hip Thrust, Calf Raises, Sumo Deadlift, Wall Sit","Chest-Supported Row, Hammer Curl, Machine Row, Seated Cable Row","Leg Extension, Glute Bridge, Leg Curl, Russian Twists","Wood Chops, Hanging Knee Raise, V-Ups, Russian Twists","Machine Row, Cable Bicep Curl, Diamond Push-Ups, Skull Crushers"
43,167.0,101.2,36.29,Bronchitis,Regular,Fat Loss,Beginner,Male,"Elliptical Trainer 20min, Aqua Aerobics, Yoga 30min","Resistance Band Rows, Seated Face Pulls, Seated Bicep Curl","Stretching Routine, Gentle Yoga, Elliptical Trainer 20min","Seated Shoulder Press, Seated Cable Row, Seated Dumbbell Press","Aqua Aerobics, Brisk Walking 30min, Elliptical Trainer 20min","Seated Shoulder Press, Leg Raises, Russian Twists",Rest & Recovery
27,170.4,79.1,27.24,Epilepsy,Patella Injury,Fat Loss,Intermediate,Male,"Breathing Exercises, Nordic Walking, Stationary Cycling 20min","Seated Arnold Press, Machine Chest Press, Resistance Band Rows","Yoga 30min, Light Swimming, Stationary Cycling 20min","Seated Shoulder Press, Seated Dumbbell Press, Machine Chest Press","Elliptical Trainer 20min, Gentle Yoga, Breathing Exercises","Seated Tricep Extension, Bicycle Crunches, Seated Dumbbell Press",Rest & Recovery
47,162.3,74.2,28.17,Frozen Shoulder,Tendon Injury,Fat Loss,Advance,Female,Rest & Recovery,"Incline Dumbbell Press, Push-Ups, Dumbbell Chest Press, Barbell Bench Press","Leg Press, Seated Calf Raise, Box Jumps, Calf Raises","T-Bar Row, EZ Bar Curl, Preacher Curl, Concentration Curl","Hip Thrust, Box Jumps, Dragon Flag, Side Plank","Wood Chops, Treadmill Running 20min, Burpees, HIIT Sprints","Dumbbell Lateral Raise, Skull Crushers, Concentration Curl, Preacher Curl"
19,179.2,62.3,19.4,Regular,Back Pain,Muscle Gain,Advance,Male,"Chest-Supported Row, Lat Pulldown, Cable Chest Fly, Leg Press","Seated Leg Extension, Leg Press, Hip Abduction Machine, Seated Leg Curl","Seated Shoulder Press, Seated Tricep Extension, Resistance Band Rows, Seated Dumbbell Press","Leg Press, Seated Calf Raise, Machine Chest Press, Seated Bicep Curl","Plank, Russian Twists, Bicycle Crunches, Crunches","Cable Chest Fly, Leg Press, Stretching Routine, Breathing Exercises",Rest & Recovery
23,173.5,81.2,26.97,Regular,Muscle Tear,Fat Loss,Intermediate,Male,Rest & Recovery,"Machine Chest Press, Tricep Pushdown, Incline Dumbbell Press","Box Jumps, Hack Squat, Sumo Deadlift","Lat Pulldown, Cable Bicep Curl, Wide-Grip Lat Pulldown","Reverse Crunch, V-Ups, Russian Twists","Bicycle Crunches, V-Ups, Russian Twists","Decline Push-Ups, Incline Dumbbell Fly, Hammer Curl"
37,161.2,100.0,38.48,Post Pregnancy Weakness,Regular,Fat Loss,Beginner,Male,Rest & Recovery,"Barbell Bench Press, Push-Ups, Tricep Pushdown","Walking Lunges, Glute Bridge, Goblet Squat","Preacher Curl, Dumbbell Row, Incline Dumbbell Row","Bulgarian Split Squat, Ab Wheel Rollout, Pallof Press","Bird Dog, Cycling Sprint, Hanging Knee Raise","Lat Pulldown, Incline Dumbbell Row, Pull-Ups"
61,160.7,58.2,22.54,Regular,Pulled Muscle,Muscle Gain,Beginner,Female,Rest & Recovery,"Cable Lateral Raise, Leg Curl, Skull Crushers","Yoga 30min, Light Swimming, Bird Dog","EZ Bar Curl, Pull-Ups, Lat Pulldown","Plank, Ab Wheel Rollout, Reverse Crunch","Incline Dumbbell Row, Donkey Kicks, Box Jumps",Rest & Recovery
27,163.2,49.8,18.7,Regular,Regular,Muscle Gain,Intermediate,Female,Rest & Recovery,"Tricep Pushdown, Arnold Press, Dumbbell Lateral Raise","Hammer Curl, Reverse Fly, T-Bar Row","Leg Curl, Lateral Band Walk, Hack Squat","Arnold Press, Dumbbell Lateral Raise, Tricep Pushdown","Chest-Supported Row, Reverse Fly, Side Plank","Goblet Squat, Leg Press, Sumo Deadlift"
43,158.8,77.6,30.77,Regular,Regular,Fat Loss,Intermediate,Female,Rest & Recovery,"Decline Push-Ups, Incline Dumbbell Press, Front Raise","Goblet Squat, Barbell Squat, Step-Ups","EZ Bar Curl, Seated Cable Row, Bent-Over Barbell Row","Reverse Crunch, Bicycle Crunches, Sumo Deadlift","Flutter Kicks, Reverse Crunch, Cycling Sprint","Cable Bicep Curl, EZ Bar Curl, Machine Chest Press"
19,174.6,60.0,19.68,Regular,Elbow Injury,Muscle Gain,Beginner,Male,"Glute Bridge, Outer Thigh Machine, Lying Quad Stretch","Box Jumps, Leg Curl, Romanian Deadlift","Inner Thigh Machine, Lying Quad Stretch, Seated Hip Flexor Stretch","Donkey Kicks, Goblet Squat, Barbell Squat","Bird Dog, Wood Chops, Hollow Body Hold","Lateral Band Walk, Lying Hip Abduction, Sumo Deadlift",Rest & Recovery
63,158.2,87.9,35.12,Regular,Regular,Fat Loss,Advance,Female,Rest & Recovery,"Front Raise, Dumbbell Lateral Raise, Tricep Pushdown, Machine Chest Press","Goblet Squat, Cable Kickback, Calf Raises, Seated Calf Raise","Incline Dumbbell Row, Cable Bicep Curl, Reverse Fly, Hammer Curl","Goblet Squat, Leg Extension, Box Jumps, Hanging Knee Raise","HIIT Sprints, Box Jumps, Dead Bug, Side Plank","Pull-Ups, Tricep Pushdown, Wide-Grip Lat Pulldown, Incline Dumbbell Fly"
44,170.0,80.1,27.72,Regular,Regular,Fat Loss,Intermediate,Male,Rest & Recovery,"Skull Crushers, Tricep Overhead Extension, Machine Chest Press","Goblet Squat, Romanian Deadlift, Wall Sit","Concentration Curl, Preacher Curl, Rear Delt Fly","Leg Raises, Romanian Deadlift, Crunches","Stair Climbing, Wood Chops, Reverse Crunch","Reverse Fly, Cable Bicep Curl, Arnold Press"
26,171.7,79.1,26.83,Anemia,Regular,Muscle Gain,Beginner,Male,Rest & Recovery,"Step-Ups, Sumo Deadlift, Goblet Squat","Low-Impact Aerobics, Aqua Aerobics, Decline Sit-Ups","Wall Sit, Pull-Ups, Leg Curl","Side Plank, Decline Sit-Ups, Ab Wheel Rollout","Cable Bicep Curl, T-Bar Row, EZ Bar Curl",Rest & Recovery
63,165.3,68.0,24.89,Regular,Regular,Fat Loss,Advance,Female,Rest & Recovery,"Front Raise, Arnold Press, Dumbbell Lateral Raise, Decline Push-Ups","Barbell Squat, Lateral Band Walk, Sumo Deadlift, Donkey Kicks","Concentration Curl, Barbell Bicep Curl, T-Bar Row, Preacher Curl","Wood Chops, Lateral Band Walk, Goblet Squat, Dragon Flag","Leg Raises, Plank, Box Jumps, High Knees","Face Pulls, Push-Ups, Skull Crushers, Cable Lateral Raise"
58,171.4,67.7,23.04,Anxiety,Regular,Muscle Gain,Intermediate,Male,Rest & Recovery,"Machine Chest Press, Dumbbell Chest Press, Push-Ups","Reverse Fly, Concentration Curl, Rear Delt Fly","Calf Raises, Sumo Deadlift, Wall Sit","Tricep Overhead Extension, Push-Ups, Close-Grip Bench Press","Hammer Curl, Preacher Curl, Lat Pulldown","Hack Squat, Seated Calf Raise, Walking Lunges"
38,148.2,61.0,27.77,Regular,Regular,Muscle Gain,Intermediate,Female,Rest & Recovery,"Front Raise, Incline Dumbbell Press, Dips","Preacher Curl, Cable Bicep Curl, T-Bar Row","Calf Raises, Hip Thrust, Leg Press","Incline Dumbbell Press, Cable Lateral Raise, Front Raise","Crunches, Machine Row, Band Pull-Apart","Cable Kickback, Wall Sit, Leg Curl"
44,175.9,65.8,21.27,Regular,Regular,Maintenance,Advance,Male,Rest & Recovery,"Barbell Bicep Curl, Concentration Curl, Diamond Push-Ups, Tricep Overhead Extension","Goblet Squat, Lateral Band Walk, Leg Extension, Walking Lunges","Leg Raises, Yoga 30min, Nordic Walking, Slow Jogging 15min","Close-Grip Bench Press, Rear Delt Fly, T-Bar Row, Pull-Ups","Glute Bridge, Seated Calf Raise, Romanian Deadlift, Step-Ups","Brisk Walking 30min, Breathing Exercises, Elliptical Trainer 20min"
56,167.9,68.2,24.19,Regular,Sprained Wrist,Fat Loss,Beginner,Female,"Lying Quad Stretch, Seated Leg Curl, Seated Hip Flexor Stretch","Calf Raises, Donkey Kicks, Barbell Squat","Seated Leg Extension, Lying Quad Stretch, Seated Hip Flexor Stretch","Barbell Squat, Romanian Deadlift, Leg Curl","Ab Wheel Rollout, Side Plank, Leg Raises","Seated Calf Raise, Leg Press, Calf Raises",Rest & Recovery
65,178.1,85.9,27.08,Regular,Sciatic Injury,Fat Loss,Beginner,Male,"Leg Press, Cable Chest Fly, Seated Dumbbell Press","Seated Leg Curl, Seated Calf Raise, Leg Press","Seated Arnold Press, Machine Chest Press, Chest-Supported Row","Leg Press, Seated Leg Curl, Seated Calf Raise","Crunches, Side Plank, Bicycle Crunches","Yoga 30min, Elliptical Trainer 20min, Leg Press",Rest & Recovery
22,156.5,82.2,33.56,Frozen Shoulder,Regular,Fat Loss,Intermediate,Female,Rest & Recovery,"Incline Dumbbell Fly, Front Raise, Tricep Pushdown","Leg Extension, Box Jumps, Sumo Deadlift","EZ Bar Curl, Machine Row, Barbell Bicep Curl","Hollow Body Hold, Romanian Deadlift, Dragon Flag","Rowing Machine 15min, Stair Climbing, Dead Bug","Hammer Curl, Skull Crushers, EZ Bar Curl"
49,177.3,63.3,20.14,Regular,Elbow Injury,Muscle Gain,Intermediate,Male,"Walking Lunges, Glute Bridge, Goblet Squat","Box Jumps, Step-Ups, Hack Squat","Seated Leg Curl, Supine Hamstring Stretch, Outer Thigh Machine","Cable Kickback, Romanian Deadlift, Walking Lunges","V-Ups, Decline Sit-Ups, Reverse Crunch","Seated Leg Curl, Wall Sit, Seated Calf Raise",Rest & Recovery
45,179.2,101.3,31.55,Muscle Weakness,Muscle Tear,Fat Loss,Advance,Male,Rest & Recovery,"Dips, Barbell Bench Press, Cable Lateral Raise, Diamond Push-Ups","Box Jumps, Step-Ups, Glute Bridge, Hip Thrust","Reverse Fly, Concentration Curl, Preacher Curl, Machine Row","Cable Crunch, Plank, Pallof Press, Mountain Climbers","Leg Raises, Russian Twists, High Knees, V-Ups","Concentration Curl, Incline Dumbbell Press, Decline Push-Ups, Hammer Curl"
65,151.8,86.9,37.71,Asthma,Regular,Fat Loss,Advance,Female,"Breathing Exercises, Elliptical Trainer 20min, Nordic Walking","Seated Arnold Press, Seated Lat Pulldown, Seated Bicep Curl, Chest-Supported Row","Yoga 30min, Stationary Cycling 20min, Light Swimming","Resistance Band Rows, Chest-Supported Row, Seated Face Pulls, Seated Arnold Press","Low-Impact Aerobics, Stretching Routine, Breathing Exercises","Seated Cable Row, Crunches, Chest-Supported Row, Cable Chest Fly",Rest & Recovery
45,163.1,69.7,26.2,Tennis Elbow,Rib Fracture,Fat Loss,Intermediate,Female,Rest & Recovery,Rest & Recovery,Rest & Recovery,Rest & Recovery,Rest & Recovery,Rest & Recovery,Rest & Recovery
59,167.3,103.5,36.98,Regular,Heel Pain,Fat Loss,Beginner,Male,"Front Raise, Arnold Press, Cable Lateral Raise","Wide-Grip Lat Pulldown, Pull-Ups, Face Pulls","Leg Raises, Pallof Press, Hollow Body Hold","Seated Cable Row, Cable Bicep Curl, Rear Delt Fly","Seated Arnold Press, Seated Lat Pulldown, Seated Dumbbell Press","V-Ups, Reverse Crunch, Hanging Knee Raise",Rest & Recovery
60,176.1,75.4,24.31,Regular,Toe Fracture,Muscle Gain,Intermediate,Male,"Barbell Bench Press, Diamond Push-Ups, Dumbbell Lateral Raise","Rear Delt Fly, Seated Cable Row, Preacher Curl","Mountain Climbers, Ab Wheel Rollout, Decline Sit-Ups","Tricep Overhead Extension, Arnold Press, Reverse Fly","Chest-Supported Row, Seated Bicep Curl, Seated Shoulder Press","Pull-Ups, Hanging Knee Raise, Band Pull-Apart",Rest & Recovery
49,163.4,50.9,19.06,Regular,Sprained Wrist,Muscle Gain,Beginner,Female,"Barbell Squat, Inner Thigh Machine, Lying Quad Stretch","Box Jumps, Leg Curl, Calf Raises","Seated Calf Raise, Outer Thigh Machine, Inner Thigh Machine","Goblet Squat, Calf Raises, Leg Press","Reverse Crunch, Bicycle Crunches, V-Ups","Glute Bridge, Bulgarian Split Squat, Calf Raises",Rest & Recovery
61,170.8,60.0,20.57,Fatty Liver,Rotator Cuff Injury,Muscle Gain,Beginner,Male,"Seated Calf Raise, Glute Bridge, Seated Leg Curl","Step-Ups, Box Jumps, Hack Squat","Supine Hamstring Stretch, Seated Leg Extension, Seated Leg Curl","Wall Sit, Romanian Deadlift, Donkey Kicks","Hanging Knee Raise, Russian Twists, Decline Sit-Ups","Leg Press, Barbell Squat, Calf Raises",Rest & Recovery
21,162.3,45.9,17.43,Cervical Pain,Regular,Muscle Gain,Intermediate,Female,"Tricep Pushdown, Leg Press, Machine Chest Press","Seated Leg Extension, Hip Abduction Machine, Leg Press","Seated Lat Pulldown, Seated Cable Row, Seated Face Pulls","Face Pulls, Leg Press, Hip Abduction Machine","Plank, Side Plank, Russian Twists","Light Swimming, Lat Pulldown, Nordic Walking",Rest & Recovery
42,165.6,60.1,21.92,Low BP,Dislocated Shoulder,Muscle Gain,Beginner,Male,"Leg Press, Inner Thigh Machine, Walking Lunges","Hip Thrust, Sumo Deadlift, Romanian Deadlift","Glute Bridge, Seated Calf Raise, Seated Hip Flexor Stretch","Sumo Deadlift, Step-Ups, Romanian Deadlift","Reverse Crunch, Mountain Climbers, Crunches","Step-Ups, Seated Leg Extension, Hack Squat",Rest & Recovery
35,152.7,77.4,33.19,Regular,Regular,Fat Loss,Intermediate,Female,Rest & Recovery,"Cable Lateral Raise, Push-Ups, Dumbbell Chest Press","Barbell Squat, Goblet Squat, Glute Bridge","Barbell Bicep Curl, Incline Dumbbell Row, Rear Delt Fly","Plank, Step-Ups, Barbell Squat","HIIT Sprints, Cable Crunch, Russian Twists","Dumbbell Row, Dips, Rear Delt Fly"
56,160.3,61.9,24.09,IBS,Regular,Muscle Gain,Advance,Female,Rest & Recovery,"Machine Chest Press, Tricep Overhead Extension, Cable Lateral Raise, Overhead Shoulder Press","Rear Delt Fly, Incline Dumbbell Row, Seated Cable Row, Barbell Bicep Curl","Sumo Deadlift, Walking Lunges, Calf Raises, Cable Kickback","Front Raise, Diamond Push-Ups, Close-Grip Bench Press, Decline Push-Ups","Plank, Concentration Curl, Crunches, Lat Pulldown","Seated Calf Raise, Barbell Squat, Calf Raises, Leg Extension"
29,148.8,62.7,28.32,Obesity,Regular,Muscle Gain,Beginner,Female,Rest & Recovery,"Wall Sit, Cable Chest Fly, Cable Lateral Raise","Nordic Walking, Low-Impact Aerobics, Hollow Body Hold","Rear Delt Fly, Concentration Curl, Barbell Bicep Curl","Cable Chest Fly, Leg Raises, Russian Twists","Romanian Deadlift, Wall Sit, EZ Bar Curl",Rest & Recovery
49,181.5,67.4,20.46,Constipation,Regular,Maintenance,Intermediate,Male,Rest & Recovery,"Cable Lateral Raise, Preacher Curl, Incline Dumbbell Press","Wall Sit, Cable Kickback, Leg Press","Flutter Kicks, Side Plank, Elliptical Trainer 20min","Bent-Over Barbell Row, Tricep Overhead Extension, Rear Delt Fly","Bicycle Crunches, Hack Squat, Lateral Band Walk","Aqua Aerobics, Nordic Walking, Light Swimming"
51,172.8,67.1,22.47,Regular,Regular,Maintenance,Advance,Male,Rest & Recovery,"Incline Dumbbell Row, Dumbbell Row, Cable Bicep Curl, Skull Crushers","Leg Press, Bulgarian Split Squat, Hip Thrust, Wall Sit","Cable Crunch, Reverse Crunch, Plank, Side Plank","Skull Crushers, Preacher Curl, Chest-Supported Row, Dips","Leg Curl, V-Ups, Hack Squat, Decline Sit-Ups","Light Swimming, Yoga 30min, Stretching Routine"
52,168.8,74.4,26.11,Pre Diabetes,Regular,Muscle Gain,Intermediate,Male,Rest & Recovery,"Diamond Push-Ups, Barbell Bench Press, Machine Chest Press","EZ Bar Curl, Seated Cable Row, Bent-Over Barbell Row","Lateral Band Walk, Walking Lunges, Seated Calf Raise","Skull Crushers, Tricep Overhead Extension, Dumbbell Chest Press","Bird Dog, T-Bar Row, Chest-Supported Row","Leg Extension, Step-Ups, Wall Sit"
45,175.7,74.5,24.13,Regular,Regular,Maintenance,Beginner,Male,Rest & Recovery,"Close-Grip Bench Press, Pull-Ups, Bent-Over Barbell Row","Barbell Squat, Calf Raises, Wall Sit","Bird Dog, Dead Bug, Dragon Flag","Close-Grip Bench Press, Incline Dumbbell Fly, Face Pulls","Ab Wheel Rollout, Wood Chops, Sumo Deadlift","Gentle Yoga, Nordic Walking, Aqua Aerobics"
22,168.5,83.2,29.3,Regular,Regular,Fat Loss,Intermediate,Male,Rest & Recovery,"Push-Ups, Tricep Pushdown, Tricep Overhead Extension","Walking Lunges, Lateral Band Walk, Barbell Squat","Rear Delt Fly, Wide-Grip Lat Pulldown, Concentration Curl","Seated Calf Raise, Cable Crunch, Glute Bridge","Battle Ropes, V-Ups, Burpees","Diamond Push-Ups, Close-Grip Bench Press, Cable Lateral Raise"
63,176.0,71.0,22.92,High Triglycerides,Hip Injury,Maintenance,Beginner,Male,"Decline Push-Ups, Arnold Press, Dumbbell Chest Press","Incline Dumbbell Row, Bent-Over Barbell Row, Barbell Bicep Curl","Flutter Kicks, Bicycle Crunches, Bird Dog","Cable Bicep Curl, Chest-Supported Row, Front Raise","Chest-Supported Row, Seated Tricep Extension, Seated Arnold Press","Pull-Ups, Reverse Fly, Wide-Grip Lat Pulldown",Rest & Recovery
16,152.3,73.1,31.52,Regular,Regular,Fat Loss,Beginner,Female,Rest & Recovery,"Incline Dumbbell Fly, Dips, Cable Chest Fly","Goblet Squat, Box Jumps, Sumo Deadlift","Face Pulls, Preacher Curl, Rear Delt Fly","Step-Ups, Dragon Flag, Lateral Band Walk","Flutter Kicks, Battle Ropes, Cycling Sprint","Pull-Ups, Front Raise, Chest-Supported Row"
64,168.1,107.4,38.01,Depression,Finger Fracture,Fat Loss,Beginner,Male,"Seated Hip Flexor Stretch, Barbell Squat, Goblet Squat","Wall Sit, Glute Bridge, Lateral Band Walk","Inner Thigh Machine, Lying Hip Abduction, Supine Hamstring Stretch","Walking Lunges, Cable Kickback, Leg Press","Flutter Kicks, Hanging Knee Raise, Plank","Lying Quad Stretch, Hack Squat, Bulgarian Split Squat",Rest & Recovery
35,166.8,48.7,17.5,Hyperthyroidism,Regular,Muscle Gain,Beginner,Female,Rest & Recovery,"Push-Ups, Hip Thrust, Skull Crushers","Yoga 30min, Aqua Aerobics, Mountain Climbers","Lateral Band Walk, Sumo Deadlift, Hammer Curl","Pallof Press, Diamond Push-Ups, Bird Dog","Reverse Fly, Calf Raises, T-Bar Row",Rest & Recovery
16,175.1,99.7,32.52,High Triglycerides,Sprained Wrist,Fat Loss,Advance,Male,"Inner Thigh Machine, Romanian Deadlift, Outer Thigh Machine, Seated Hip Flexor Stretch","Walking Lunges, Goblet Squat, Cable Kickback, Seated Calf Raise","Seated Hip Flexor Stretch, Glute Bridge, Seated Leg Extension, Inner Thigh Machine","Lateral Band Walk, Donkey Kicks, Barbell Squat, Seated Calf Raise","Bird Dog, Leg Raises, Pallof Press, Side Plank","Seated Calf Raise, Outer Thigh Machine, Walking Lunges, Step-Ups",Rest & Recovery
28,173.1,76.4,25.5,Hyperthyroidism,Patella Injury,Muscle Gain,Beginner,Male,"Incline Dumbbell Fly, Close-Grip Bench Press, Machine Chest Press","Band Pull-Apart, Seated Cable Row, Rear Delt Fly","Side Plank, Leg Raises, Wood Chops","Band Pull-Apart, Close-Grip Bench Press, Barbell Bench Press","Machine Chest Press, Seated Tricep Extension, Seated Cable Row","Lat Pulldown, Pull-Ups, Hammer Curl",Rest & Recovery
52,178.6,78.1,24.48,Bronchitis,Regular,Muscle Gain,Intermediate,Male,"Aqua Aerobics, Gentle Yoga, Nordic Walking","Seated Lat Pulldown, Seated Tricep Extension, Seated Arnold Press","Slow Jogging 15min, Nordic Walking, Yoga 30min","Seated Lat Pulldown, Machine Chest Press, Resistance Band Rows","Brisk Walking 30min, Elliptical Trainer 20min, Light Swimming","Seated Tricep Extension, Seated Arnold Press, Seated Cable Row",Rest & Recovery
50,160.3,73.1,28.45,Vitamin B12 Deficiency,Regular,Maintenance,Intermediate,Male,Rest & Recovery,"Tricep Pushdown, Cable Bicep Curl, Bent-Over Barbell Row","Goblet Squat, Box Jumps, Cable Kickback","Brisk Walking 30min, Mountain Climbers, Pallof Press","Dumbbell Lateral Raise, Pull-Ups, Push-Ups","V-Ups, Wood Chops, Dragon Flag","Stretching Routine, Aqua Aerobics, Light Swimming"
48,177.2,61.4,19.55,Regular,Regular,Muscle Gain,Beginner,Male,Rest & Recovery,"Leg Curl, Bulgarian Split Squat, Decline Push-Ups","Brisk Walking 30min, Aqua Aerobics, Pallof Press","Wall Sit, Hip Thrust, Band Pull-Apart","Cable Lateral Raise, Dragon Flag, Ab Wheel Rollout","Leg Extension, Incline Dumbbell Row, Leg Curl",Rest & Recovery
62,153.9,66.4,28.03,Regular,Regular,Maintenance,Advance,Female,Rest & Recovery,"Cable Bicep Curl, Machine Chest Press, Preacher Curl, Close-Grip Bench Press","Step-Ups, Barbell Squat, Leg Press, Walking Lunges","Brisk Walking 30min, Breathing Exercises, Dragon Flag, Reverse Crunch","Reverse Fly, Machine Row, Incline Dumbbell Row, Cable Lateral Raise","Cable Crunch, Hanging Knee Raise, Ab Wheel Rollout, Hollow Body Hold","Stationary Cycling 20min, Stretching Routine, Yoga 30min"
55,176.8,69.8,22.33,Kidney Disease,Tailbone Pain,Maintenance,Intermediate,Male,"Leg Press, Chest-Supported Row, Seated Bicep Curl","Leg Press, Seated Calf Raise, Seated Leg Curl","Chest-Supported Row, Cable Chest Fly, Seated Shoulder Press","Seated Leg Extension, Leg Press, Seated Dumbbell Press","Plank, Bicycle Crunches, Crunches","Nordic Walking, Seated Dumbbell Press, Seated Bicep Curl",Rest & Recovery
46,160.5,68.4,26.55,Regular,Regular,Fat Loss,Intermediate,Female,Rest & Recovery,"Arnold Press, Tricep Pushdown, Close-Grip Bench Press","Barbell Squat, Sumo Deadlift, Romanian Deadlift","Preacher Curl, Hammer Curl, Reverse Fly","Hanging Knee Raise, Ab Wheel Rollout, Dead Bug","Box Jumps, Bird Dog, Decline Sit-Ups","Skull Crushers, Front Raise, Dips"
23,150.9,92.0,40.4,Regular,Regular,Fat Loss,Beginner,Female,Rest & Recovery,"Overhead Shoulder Press, Cable Lateral Raise, Front Raise","Wall Sit, Sumo Deadlift, Calf Raises","EZ Bar Curl, Bent-Over Barbell Row, Dumbbell Row","Bicycle Crunches, Plank, Dragon Flag","Plank, Rowing Machine 15min, Leg Raises","Diamond Push-Ups, Dips, Rear Delt Fly"
